Ticker,Yahoo,Name
BSIG,BSIG,Brightsphere Investment Group Inc
BV,BV,BrightView Holdings Inc
EAT,EAT,Brinker International Inc
BCO,BCO,Brinks Co
VTOL,VTOL,Bristow Group Inc
BRMK,BRMK,Broadmark Realty Capital Inc
BNL,BNL,Broadstone Net Lease Inc
BIPC,BIPC,Brookfield Infrastructure Corp
BRKL,BRKL,Brookline Bancorp Inc
BRP,BRP,BRP Group Inc
BRT,BRT,BRT Apartments Corp
BKE,BKE,Buckle Inc
BBW,BBW,Build-A-Bear Workshop Inc
BMBL,BMBL,Bumble Inc
BY,BY,Byline Bancorp Inc
CBT,CBT,Cabot Corp
WHD,WHD,Cactus Inc
CADE,CADE,Cadence Bank
CSTE,CSTE,Caesarstone Ltd
CALM,CALM,Cal-Maine Foods Inc
CAL,CAL,Caleres Inc
CRC,CRC,California Resources Corp
CWT,CWT,California Water Service Group
CALX,CALX,Calix Inc
CPE,CPE,Callon Petroleum Co
CMBM,CMBM,Cambium Networks Corp
CATC,CATC,Cambridge Bancorp
CAC,CAC,Camden National Corp
CWH,CWH,Camping World Holdings Inc
CNNE,CNNE,Cannae Holdings Inc
CCBG,CCBG,Capital City Bank Group Inc
CFFN,CFFN,Capitol Federal Financial Inc
CSII,CSII,Cardiovascular Systems Inc
CDNA,CDNA,CareDx Inc
CTRE,CTRE,CareTrust REIT Inc
CARG,CARG,Cargurus Inc
PRTS,PRTS,CarParts.com Inc
CRS,CRS,Carpenter Technology Corp
CSV,CSV,Carriage Services Inc
CARS,CARS,Cars.com Inc
CASA,CASA,Casa Systems Inc
CWST,CWST,Casella Waste Systems Inc
CASS,CASS,Cass Information Systems Inc
CPRX,CPRX,Catalyst Pharmaceuticals Inc
CATY,CATY,Cathay General Bancorp
CVCO,CVCO,Cavco Industries Inc
CBZ,CBZ,CBIZ Inc
CBL,CBL,CBL & Associates Properties Inc
CBTX,CBTX,CBTX Inc
CLDX,CLDX,Celldex Therapeutics Inc
CELH,CELH,Celsius Holdings Inc
CSR,CSR,Centerspace
CENTA,CENTA,Central Garden & Pet Co
CENT,CENT,Central Garden & Pet Co
CPF,CPF,Central Pacific Financial Corp
LEU,LEU,Centrus Energy Corp
CCS,CCS,Century Communities Inc
CRNC,CRNC,Cerence Inc
CERE,CERE,Cerevel Therapeutics Holdings Inc
CERS,CERS,Cerus Corp
CEVA,CEVA,CEVA Inc
CHX,CHX,ChampionX Corp
ECOM,ECOM,ChannelAdvisor Corp
GTLS,GTLS,Chart Industries Inc
CCF,CCF,Chase Corp
CLDT,CLDT,Chatham Lodging Trust
CAKE,CAKE,Cheesecake Factory Inc
CHEF,CHEF,Chefs Warehouse Inc
CHGG,CHGG,Chegg Inc
CCXI,CCXI,ChemoCentryx Inc
CPK,CPK,Chesapeake Utilities Corp
CHS,CHS,Chicos FAS Inc
PLCE,PLCE,Childrens Place Inc
CIM,CIM,Chimera Investment Corp
CHRD,CHRD,Chord Energy Corp
CHUY,CHUY,Chuys Holdings Inc
CMPR,CMPR,Cimpress PLC
CIR,CIR,CIRCOR International Inc
CTRN,CTRN,Citi Trends Inc
CZNC,CZNC,Citizens & Northern Corp
CHCO,CHCO,City Holding Co
CIO,CIO,City Office REIT Inc
CIVB,CIVB,Civista Bancshares Inc
CIVI,CIVI,Civitas Resources Inc
CMTG,CMTG,Claros Mortgage Trust Inc
CLAR,CLAR,Clarus Corp
CLFD,CLFD,Clearfield Inc
CLW,CLW,Clearwater Paper Corp
CWEN/A,CWEN-A,Clearway Energy Inc
CWEN,CWEN,Clearway Energy Inc
CCNE,CCNE,CNB Financial Corp
CNO,CNO,CNO Financial Group Inc
CNX,CNX,CNX Resources Corp
COKE,COKE,Coca-Cola Consolidated Inc
CCOI,CCOI,Cogent Communications Holdings Inc
CNS,CNS,Cohen & Steers Inc
CHRS,CHRS,Coherus Biosciences Inc
COHU,COHU,Cohu Inc
COLL,COLL,Collegium Pharmaceutical Inc
CBAN,CBAN,Colony Bankcorp Inc
COLB,COLB,Columbia Banking System Inc
CLBK,CLBK,Columbia Financial Inc
CMCO,CMCO,Columbus McKinnon Corp
FIX,FIX,Comfort Systems USA Inc
CMC,CMC,Commercial Metals Co
COMM,COMM,CommScope Holding Co Inc
CBU,CBU,Community Bank System Inc
CHCT,CHCT,Community Healthcare Trust Inc
CTBI,CTBI,Community Trust Bancorp Inc
CVLT,CVLT,CommVault Systems Inc
COMP,COMP,Compass Inc
CMP,CMP,Compass Minerals International Inc
CPSI,CPSI,Computer Programs and Systems Inc
CRK,CRK,Comstock Resources Inc
CMTL,CMTL,Comtech Telecommunications Corp
CNDT,CNDT,Conduent Inc
CNMD,CNMD,CONMED Corp
CNOB,CNOB,ConnectOne Bancorp Inc
CONN,CONN,Conns Inc
CCSI,CCSI,Consensus Cloud Solutions Inc
CEIX,CEIX,CONSOL Energy Inc
CNSL,CNSL,Consolidated Communications Holdings Inc
CSTM,CSTM,Constellium SE
CPSS,CPSS,Consumer Portfolio Services Inc
TCS,TCS,Container Store Group Inc
WISH,WISH,ContextLogic Inc
CORT,CORT,Corcept Therapeutics Inc
CORZ,CORZ,Core Scientific Inc
CXW,CXW,CoreCivic Inc
OFC,OFC,Corporate Office Properties Trust
CRSR,CRSR,Corsair Gaming Inc
CRVL,CRVL,CorVel Corp
CMRE,CMRE,Costamare Inc
BASE,BASE,Couchbase Inc
CVLG,CVLG,Covenant Logistics Group Inc
CVET,CVET,Covetrus Inc
COWN,COWN,Cowen Inc
CRAI,CRAI,CRA International Inc
CBRL,CBRL,Cracker Barrel Old Country Store Inc
CRD/A,CRD-A,Crawford & Co
CROX,CROX,Crocs Inc
CCRN,CCRN,Cross Country Healthcare Inc
CSGS,CSGS,CSG Systems International Inc
CSWI,CSWI,CSW Industrials Inc
CTIC,CTIC,CTI BioPharma Corp
CTO,CTO,CTO Realty Growth Inc
CTS,CTS,CTS Corp
HLTH,HLTH,Cue Health Inc
CURO,CURO,Curo Group Holdings Corp
CWK,CWK,Cushman & Wakefield PLC
CUBI,CUBI,Customers Bancorp Inc
CUTR,CUTR,Cutera Inc
CVBF,CVBF,CVB Financial Corp
CVT,CVT,Cvent Holding Corp
CVI,CVI,CVR Energy Inc
CYBE,CYBE,CyberOptics Corp
CYTK,CYTK,Cytokinetics Inc
DAN,DAN,Dana Inc
DSKE,DSKE,Daseke Inc
PLAY,PLAY,Dave & Busters Entertainment Inc
DK,DK,Delek US Holdings Inc
DLX,DLX,Deluxe Corp
DEN,DEN,Denbury Inc
DENN,DENN,Dennys Corp
DBI,DBI,Designer Brands Inc
DXLG,DXLG,Destination XL Group Inc
DHX,DHX,DHI Group Inc
DHT,DHT,DHT Holdings Inc
DHIL,DHIL,Diamond Hill Investment Group Inc
DO,DO,Diamond Offshore Drilling Inc
DRH,DRH,DiamondRock Hospitality Co
DGII,DGII,Digi International Inc
APPS,APPS,Digital Turbine Inc
DBRG,DBRG,DigitalBridge Group Inc
DOCN,DOCN,DigitalOcean Holdings Inc
DDS,DDS,Dillards Inc
DCOM,DCOM,Dime Community Bancshares Inc
DIN,DIN,Dine Brands Global Inc
DIOD,DIOD,Diodes Inc
DSGR,DSGR,Distribution Solutions Group Inc
DHC,DHC,Diversified Healthcare Trust
DOMO,DOMO,Domo Inc
DFIN,DFIN,Donnelley Financial Solutions Inc
LPG,LPG,Dorian LPG Ltd
DORM,DORM,Dorman Products Inc
PLOW,PLOW,Douglas Dynamics Inc
DOUG,DOUG,Douglas Elliman Inc
DRQ,DRQ,Dril-Quip Inc
DCO,DCO,Ducommun Inc
DLTH,DLTH,Duluth Holdings Inc
DUOL,DUOL,Duolingo Inc
DXPE,DXPE,DXP Enterprises Inc
DY,DY,Dycom Industries Inc
DVAX,DVAX,Dynavax Technologies Corp
DX,DX,Dynex Capital Inc
EGBN,EGBN,Eagle Bancorp Inc
EGLE,EGLE,Eagle Bulk Shipping Inc
EGRX,EGRX,Eagle Pharmaceuticals Inc
ESTE,ESTE,Earthstone Energy Inc
DEA,DEA,Easterly Government Properties Inc
EBC,EBC,Eastern Bankshares Inc
EBIX,EBIX,Ebix Inc
SATS,SATS,EchoStar Corp
EPC,EPC,Edgewell Personal Care Co
EGIO,EGIO,Edgio Inc
EGAN,EGAN,eGain Corp
LOCO,LOCO,El Pollo Loco Holdings Inc
ELF,ELF,elf Beauty Inc
EFC,EFC,Ellington Financial Inc
EMBC,EMBC,Embecta Corp
EME,EME,EMCOR Group Inc
EBS,EBS,Emergent BioSolutions Inc
EP,EP,Empire Petroleum Corp
ESRT,ESRT,Empire State Realty Trust Inc
EIG,EIG,Employers Holdings Inc
ACT,ACT,Enact Holdings Inc
ENTA,ENTA,Enanta Pharmaceuticals Inc
ECPG,ECPG,Encore Capital Group Inc
WIRE,WIRE,Encore Wire Corp
ENR,ENR,Energizer Holdings Inc
EFR,EFR,Energy Fuels Inc
ERII,ERII,Energy Recovery Inc
EPAC,EPAC,Enerpac Tool Group Corp
ENS,ENS,EnerSys
EBF,EBF,Ennis Inc
ENVA,ENVA,Enova International Inc
NPO,NPO,EnPro Industries Inc
ENSG,ENSG,Ensign Group Inc
ESGR,ESGR,Enstar Group Ltd
EFSC,EFSC,Enterprise Financial Services Corp
ENV,ENV,Envestnet Inc
PLUS,PLUS,ePlus Inc
ETRN,ETRN,Equitrans Midstream Corp
EQC,EQC,Equity Commonwealth
ESE,ESE,ESCO Technologies Inc
ESQ,ESQ,Esquire Financial Holdings Inc
ESNT,ESNT,Essent Group Ltd
EPRT,EPRT,Essential Properties Realty Trust Inc
ETD,ETD,Ethan Allen Interiors Inc
EVRI,EVRI,Everi Holdings Inc
EVER,EVER,EverQuote Inc
EVTC,EVTC,EVERTEC Inc
EVOP,EVOP,Evo Payments Inc
EVH,EVH,Evolent Health Inc
EOLS,EOLS,Evolus Inc
AQUA,AQUA,Evoqua Water Technologies Corp
SSP,SSP,EW Scripps Co
EXLS,EXLS,ExlService Holdings Inc
EXPI,EXPI,eXp World Holdings Inc
EXPO,EXPO,Exponent Inc
EXTR,EXTR,Extreme Networks Inc
EZPW,EZPW,EZCORP Inc
FN,FN,Fabrinet
FMAO,FMAO,Farmers & Merchants Bancorp Inc/Archbold OH
FMNB,FMNB,Farmers National Banc Corp
FPI,FPI,Farmland Partners Inc
FARO,FARO,FARO Technologies Inc
FBK,FBK,FB Financial Corp
AGM,AGM,Federal Agricultural Mortgage Corp
FSS,FSS,Federal Signal Corp
FHI,FHI,Federated Hermes Inc
FIGS,FIGS,Figs Inc
FISI,FISI,Financial Institutions Inc
FA,FA,First Advantage Corp
FBP,FBP,First BanCorp
FNLC,FNLC,First Bancorp Inc
FBNC,FBNC,First Bancorp/Southern Pines NC
FBMS,FBMS,First Bancshares Inc
BUSE,BUSE,First Busey Corp
FBIZ,FBIZ,First Business Financial Services Inc
FCF,FCF,First Commonwealth Financial Corp
FFBC,FFBC,First Financial Bancorp
FFIN,FFIN,First Financial Bankshares Inc
THFF,THFF,First Financial Corp
FFWM,FFWM,First Foundation Inc
FGBI,FGBI,First Guaranty Bancshares Inc
INBK,INBK,First Internet Bancorp
FIBK,FIBK,First Interstate BancSystem Inc
FRME,FRME,First Merchants Corp
FMBH,FMBH,First Mid Bancshares Inc
FLIC,FLIC,First of Long Island Corp
MYFW,MYFW,First Western Financial Inc
FCFS,FCFS,FirstCash Holdings Inc
FBC,FBC,Flagstar Bancorp Inc
FLNG,FLNG,FLEX LNG Ltd
FLR,FLR,Fluor Corp
FFIC,FFIC,Flushing Financial Corp
FOCS,FOCS,Focus Financial Partners Inc
FL,FL,Foot Locker Inc
FOR,FOR,Forestar Group Inc
FORM,FORM,FormFactor Inc
FORR,FORR,Forrester Research Inc
FWRD,FWRD,Forward Air Corp
FOSL,FOSL,Fossil Group Inc
FCPT,FCPT,Four Corners Property Trust Inc
FOXF,FOXF,Fox Factory Holding Corp
FRG,FRG,Franchise Group Inc
FC,FC,Franklin Covey Co
FELE,FELE,Franklin Electric Co Inc
FSP,FSP,Franklin Street Properties Corp
FDP,FDP,Fresh Del Monte Produce Inc
FTDR,FTDR,Frontdoor Inc
FRPH,FRPH,FRP Holdings Inc
FLGT,FLGT,Fulgent Genetics Inc
FULT,FULT,Fulton Financial Corp
FNKO,FNKO,Funko Inc
FVCB,FVCB,FVCBankcorp Inc
GIII,GIII,G-III Apparel Group Ltd
GCI,GCI,Gannett Co Inc
GATX,GATX,GATX Corp
GCP,GCP,GCP Applied Technologies Inc
GNK,GNK,Genco Shipping & Trading Ltd
GCO,GCO,Genesco Inc
THRM,THRM,Gentherm Inc
GNW,GNW,Genworth Financial Inc
GEO,GEO,GEO Group Inc
GABC,GABC,German American Bancorp Inc
GTY,GTY,Getty Realty Corp
ROCK,ROCK,Gibraltar Industries Inc
GBCI,GBCI,Glacier Bancorp Inc
GOOD,GOOD,Gladstone Commercial Corp
LAND,LAND,Gladstone Land Corp
GBT,GBT,Global Blood Therapeutics Inc
GIC,GIC,Global Industrial Co
GMRE,GMRE,Global Medical REIT Inc
GNL,GNL,Global Net Lease Inc
GMS,GMS,GMS Inc
GOGO,GOGO,Gogo Inc
GLNG,GLNG,Golar LNG Ltd
GDEN,GDEN,Golden Entertainment Inc
GOGL,GOGL,Golden Ocean Group Ltd
GT,GT,Goodyear Tire & Rubber Co
GPRO,GPRO,GoPro Inc
GRC,GRC,Gorman-Rupp Co
EAF,EAF,GrafTech International Ltd
GHC,GHC,Graham Holdings Co
GVA,GVA,Granite Construction Inc
GPMT,GPMT,Granite Point Mortgage Trust Inc
GTN,GTN,Gray Television Inc
GLDD,GLDD,Great Lakes Dredge & Dock Corp
GSBC,GSBC,Great Southern Bancorp Inc
GRBK,GRBK,Green Brick Partners Inc
GDOT,GDOT,Green Dot Corp
GPRE,GPRE,Green Plains Inc
GBX,GBX,Greenbrier Cos Inc
GCBC,GCBC,Greene County Bancorp Inc
GEF,GEF,Greif Inc
GDYN,GDYN,Grid Dynamics Holdings Inc
GFF,GFF,Griffon Corp
GPI,GPI,Group 1 Automotive Inc
GRPN,GRPN,Groupon Inc
GES,GES,Guess? Inc
GPOR,GPOR,Gulfport Energy Corp
HEES,HEES,H&E Equipment Services Inc
HCKT,HCKT,Hackett Group Inc
HAE,HAE,Haemonetics Corp
HAIN,HAIN,Hain Celestial Group Inc
HALO,HALO,Halozyme Therapeutics Inc
HLNE,HLNE,Hamilton Lane Inc
HWC,HWC,Hancock Whitney Corp
HNGR,HNGR,Hanger Inc
HAFC,HAFC,Hanmi Financial Corp
HASI,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc
HONE,HONE,HarborOne Bancorp Inc
HLIT,HLIT,Harmonic Inc
HRMY,HRMY,Harmony Biosciences Holdings Inc
HVT,HVT,Haverty Furniture Cos Inc
HA,HA,Hawaiian Holdings Inc
HWKN,HWKN,Hawkins Inc
FUL,FUL,HB Fuller Co
HCSG,HCSG,Healthcare Services Group Inc
HQY,HQY,HealthEquity Inc
HSTM,HSTM,HealthStream Inc
HTLD,HTLD,Heartland Express Inc
HTLF,HTLF,Heartland Financial USA Inc
HL,HL,Hecla Mining Co
HSII,HSII,Heidrick & Struggles International Inc
HELE,HELE,Helen of Troy Ltd
HLIO,HLIO,Helios Technologies Inc
HLX,HLX,Helix Energy Solutions Group Inc
HP,HP,Helmerich & Payne Inc
HLF,HLF,Herbalife Nutrition Ltd
HRI,HRI,Herc Holdings Inc
HTBK,HTBK,Heritage Commerce Corp
HFWA,HFWA,Heritage Financial Corp
HCCI,HCCI,Heritage-Crystal Clean Inc
HT,HT,Hersha Hospitality Trust
HIBB,HIBB,Hibbett Inc
HI,HI,Hillenbrand Inc
HTH,HTH,Hilltop Holdings Inc
HGV,HGV,Hilton Grand Vacations Inc
HIFS,HIFS,Hingham Institution For Savings The
HNI,HNI,HNI Corp
HBCP,HBCP,Home Bancorp Inc
HOMB,HOMB,Home BancShares Inc
HMST,HMST,HomeStreet Inc
HTBI,HTBI,HomeTrust Bancshares Inc
HOPE,HOPE,Hope Bancorp Inc
HMN,HMN,Horace Mann Educators Corp
HBNC,HBNC,Horizon Bancorp Inc
TWNK,TWNK,Hostess Brands Inc
HLI,HLI,Houlihan Lokey Inc
HOV,HOV,Hovnanian Enterprises Inc
HUBG,HUBG,Hub Group Inc
HDSN,HDSN,Hudson Technologies Inc
HURN,HURN,Huron Consulting Group Inc
IIIV,IIIV,I3 Verticals Inc
ICFI,ICFI,ICF International Inc
INVE,INVE,Identiv Inc
IDT,IDT,IDT Corp
IESC,IESC,IES Holdings Inc
IHRT,IHRT,iHeartMedia Inc
PI,PI,Impinj Inc
NARI,NARI,Inari Medical Inc
IRT,IRT,Independence Realty Trust Inc
INDB,INDB,Independent Bank Corp
IBCP,IBCP,Independent Bank Corp
IBTX,IBTX,Independent Bank Group Inc
ILPT,ILPT,Industrial Logistics Properties Trust
INFN,INFN,Infinera Corp
III,III,Information Services Group Inc
NGVT,NGVT,Ingevity Corp
IMKTA,IMKTA,Ingles Markets Inc
IOSP,IOSP,Innospec Inc
INNV,INNV,Innovage Holding Corp
IIPR,IIPR,Innovative Industrial Properties Inc
INVA,INVA,Innoviva Inc
INGN,INGN,Inogen Inc
NOTV,NOTV,Inotiv Inc
INSG,INSG,Inseego Corp
NSIT,NSIT,Insight Enterprises Inc
INSM,INSM,Insmed Inc
NSP,NSP,Insperity Inc
INSP,INSP,Inspire Medical Systems Inc
INSE,INSE,Inspired Entertainment Inc
IBP,IBP,Installed Building Products Inc
IIIN,IIIN,Insteel Industries Inc
ITGR,ITGR,Integer Holdings Corp
NTLA,NTLA,Intellia Therapeutics Inc
IPAR,IPAR,Inter Parfums Inc
IDCC,IDCC,InterDigital Inc
TILE,TILE,Interface Inc
IBOC,IBOC,International Bancshares Corp
IGT,IGT,International Game Technology PLC
IMXI,IMXI,International Money Express Inc
INSW,INSW,International Seaways Inc
ITCI,ITCI,Intra-Cellular Therapies Inc
IPI,IPI,Intrepid Potash Inc
IVT,IVT,InvenTrust Properties Corp
ITIC,ITIC,Investors Title Co
IRMD,IRMD,iRadimed Corp
IRTC,IRTC,iRhythm Technologies Inc
IRDM,IRDM,Iridium Communications Inc
IRBT,IRBT,iRobot Corp
IRWD,IRWD,Ironwood Pharmaceuticals Inc
STAR,STAR,iStar Inc
ITOS,ITOS,iTeos Therapeutics Inc
ITRI,ITRI,Itron Inc
ISEE,ISEE,IVERIC bio Inc
JJSF,JJSF,J & J Snack Foods Corp
JACK,JACK,Jack in the Box Inc
JXN,JXN,Jackson Financial Inc
JELD,JELD,JELD-WEN Holding Inc
JOBY,JOBY,Joby Aviation Inc
JBSS,JBSS,John B Sanfilippo & Son Inc
JBT,JBT,John Bean Technologies Corp
WLY,WLY,John Wiley & Sons Inc
JOUT,JOUT,Johnson Outdoors Inc
JYNT,JYNT,Joint Corp
KAI,KAI,Kadant Inc
KALU,KALU,Kaiser Aluminum Corp
KAMN,KAMN,Kaman Corp
KAR,KAR,KAR Auction Services Inc
KRTX,KRTX,Karuna Therapeutics Inc
KPTI,KPTI,Karyopharm Therapeutics Inc
KBH,KBH,KB Home
KRNY,KRNY,Kearny Financial Corp
KELYA,KELYA,Kelly Services Inc
KMT,KMT,Kennametal Inc
KW,KW,Kennedy-Wilson Holdings Inc
KFRC,KFRC,Kforce Inc
KE,KE,Kimball Electronics Inc
KBAL,KBAL,Kimball International Inc
KNTK,KNTK,Kinetik Holdings Inc
KNSL,KNSL,Kinsale Capital Group Inc
KRG,KRG,Kite Realty Group Trust
KREF,KREF,KKR Real Estate Finance Trust Inc
KN,KN,Knowles Corp
KTB,KTB,Kontoor Brands Inc
