ticker,yahoo_ticker,name
ABMD,ABMD,ABIOMED INC
HSIC,HSIC,HENRY SCHEIN INC
VTRS,VTRS,VIATRIS INC
SNA,SNA,SNAP-ON INC
CRL,CRL,CHARLES RIVER LABORATORIES
CBOE,CBOE,CBOE GLOBAL MARKETS INC
HAS,HAS,HASBRO INC
BF/B,BF-B,BROWN-FORMAN CORP-CLASS B
LVS,LVS,LAS VEGAS SANDS CORP
AAL,AAL,AMERICAN AIRLINES GROUP INC
WHR,WHR,WHIRLPOOL CORP
NDSN,NDSN,NORDSON CORP
NI,NI,NISOURCE INC
DGX,DGX,QUEST DIAGNOSTICS INC
PEAK,PEAK,HEALTHPEAK PROPERTIES INC
CE,CE,CELANESE CORP
GRMN,GRMN,GARMIN LTD
POOL,POOL,POOL CORP
CAH,CAH,CARDINAL HEALTH INC
OMC,OMC,OMNICOM GROUP
APA,APA,APA CORP
ATO,ATO,ATMOS ENERGY CORP
IRM,IRM,IRON MOUNTAIN INC
PKG,PKG,PACKAGING CORP OF AMERICA
RCL,RCL,ROYAL CARIBBEAN CRUISES LTD
EVRG,EVRG,EVERGY INC
SJM,SJM,JM SMUCKER CO/THE
KMX,KMX,CARMAX INC
VFC,VFC,VF CORP
UAL,UAL,UNITED AIRLINES HOLDINGS INC
GNRC,GNRC,GENERAC HOLDINGS INC
XYL,XYL,XYLEM INC
CPT,CPT,CAMDEN PROPERTY TRUST
TXT,TXT,TEXTRON INC
FMC,FMC,FMC CORP
JBHT,JBHT,HUNT (JB) TRANSPRT SVCS INC
UDR,UDR,UDR INC
SBNY,SBNY,SIGNATURE BANK
KIM,KIM,KIMCO REALTY CORP
LNT,LNT,ALLIANT ENERGY CORP
AVY,AVY,AVERY DENNISON CORP
HRL,HRL,HORMEL FOODS CORP
FDS,FDS,FACTSET RESEARCH SYSTEMS INC
IEX,IEX,IDEX CORP
LDOS,LDOS,LEIDOS HOLDINGS INC
HST,HST,HOST HOTELS & RESORTS INC
WRB,WRB,WR BERKLEY CORP
TECH,TECH,BIO-TECHNE CORP
MGM,MGM,MGM RESORTS INTERNATIONAL
CHRW,CHRW,C.H. ROBINSON WORLDWIDE INC
INCY,INCY,INCYTE CORP
CINF,CINF,CINCINNATI FINANCIAL CORP
CLX,CLX,CLOROX COMPANY
DRE,DRE,DUKE REALTY CORP
PKI,PKI,PERKINELMER INC
GPC,GPC,GENUINE PARTS CO
K,K,KELLOGG CO
IP,IP,INTERNATIONAL PAPER CO
EXPD,EXPD,EXPEDITORS INTL WASH INC
HOLX,HOLX,HOLOGIC INC
RJF,RJF,RAYMOND JAMES FINANCIAL INC
KEY,KEY,KEYCORP
NDAQ,NDAQ,NASDAQ INC
CTLT,CTLT,CATALENT INC
IR,IR,INGERSOLL-RAND INC
J,J,JACOBS ENGINEERING GROUP INC
MOH,MOH,MOLINA HEALTHCARE INC
BXP,BXP,BOSTON PROPERTIES INC
CAG,CAG,CONAGRA BRANDS INC
PFG,PFG,PRINCIPAL FINANCIAL GROUP
CFG,CFG,CITIZENS FINANCIAL GROUP
PARA,PARA,PARAMOUNT GLOBAL-CLASS B
DRI,DRI,DARDEN RESTAURANTS INC
PWR,PWR,QUANTA SERVICES INC
WAB,WAB,WABTEC CORP
COO,COO,COOPER COS INC/THE
ULTA,ULTA,ULTA BEAUTY INC
CF,CF,CF INDUSTRIES HOLDINGS INC
MAA,MAA,MID-AMERICA APARTMENT COMM
URI,URI,UNITED RENTALS INC
GWW,GWW,WW GRAINGER INC
MTCH,MTCH,MATCH GROUP INC
ALGN,ALGN,ALIGN TECHNOLOGY INC
ESS,ESS,ESSEX PROPERTY TRUST INC
LEN,LEN,LENNAR CORP-A
EXPE,EXPE,EXPEDIA GROUP INC
SWK,SWK,STANLEY BLACK & DECKER INC
RF,RF,REGIONS FINANCIAL CORP
WAT,WAT,WATERS CORP
SYF,SYF,SYNCHRONY FINANCIAL
BBY,BBY,BEST BUY CO INC
CMS,CMS,CMS ENERGY CORP
CEG,CEG,CONSTELLATION ENERGY
AMCR,AMCR,AMCOR PLC
DOV,DOV,DOVER CORP
CNP,CNP,CENTERPOINT ENERGY INC
HBAN,HBAN,HUNTINGTON BANCSHARES INC
HIG,HIG,HARTFORD FINANCIAL SVCS GRP
MKC,MKC,MCCORMICK & CO-NON VTG SHRS
ABC,ABC,AMERISOURCEBERGEN CORP
AEE,AEE,AMEREN CORPORATION
MOS,MOS,MOSAIC CO/THE
LH,LH,LABORATORY CRP OF AMER HLDGS
CPRT,CPRT,COPART INC
TSCO,TSCO,TRACTOR SUPPLY COMPANY
CHD,CHD,CHURCH & DWIGHT CO INC
BALL,BALL,BALL CORP
BLL,BALL,BALL CORP
VMC,VMC,VULCAN MATERIALS CO
STE,STE,STERIS PLC
WST,WST,WEST PHARMACEUTICAL SERVICES
VTR,VTR,VENTAS INC
DHI,DHI,DR HORTON INC
NTRS,NTRS,NORTHERN TRUST CORP
PPL,PPL,PPL CORP
MRO,MRO,MARATHON OIL CORP
MLM,MLM,MARTIN MARIETTA MATERIALS
FTV,FTV,FORTIVE CORP
EIX,EIX,EDISON INTERNATIONAL
CTRA,CTRA,COTERRA ENERGY INC
TSN,TSN,TYSON FOODS INC-CL A
FRC,FRC,FIRST REPUBLIC BANK/CA
WTW,WTW,WILLIS TOWERS WATSON PLC
ODFL,ODFL,OLD DOMINION FREIGHT LINE
DAL,DAL,DELTA AIR LINES INC
EQR,EQR,EQUITY RESIDENTIAL
ARE,ARE,ALEXANDRIA REAL ESTATE EQUIT
STT,STT,STATE STREET CORP
FITB,FITB,FIFTH THIRD BANCORP
EFX,EFX,EQUIFAX INC
ROK,ROK,ROCKWELL AUTOMATION INC
DTE,DTE,DTE ENERGY COMPANY
ZBH,ZBH,ZIMMER BIOMET HOLDINGS INC
EXR,EXR,EXTRA SPACE STORAGE INC
FANG,FANG,DIAMONDBACK ENERGY INC
FE,FE,FIRSTENERGY CORP
ETR,ETR,ENTERGY CORP
PCAR,PCAR,PACCAR INC
OKE,OKE,ONEOK INC
BKR,BKR,BAKER HUGHES CO
TROW,TROW,T ROWE PRICE GROUP INC
MTD,MTD,METTLER-TOLEDO INTERNATIONAL
CMI,CMI,CUMMINS INC
LYB,LYB,LYONDELLBASELL INDU-CL A
AME,AME,AMETEK INC
BIIB,BIIB,BIOGEN INC
ALB,ALB,ALBEMARLE CORP
SIVB,SIVB,SVB FINANCIAL GROUP
RSG,RSG,REPUBLIC SERVICES INC
APTV,APTV,APTIV PLC
CERN,CERN,CERNER CORP
LUV,LUV,SOUTHWEST AIRLINES CO
AWK,AWK,AMERICAN WATER WORKS CO INC
CBRE,CBRE,CBRE GROUP INC - A
DFS,DFS,DISCOVER FINANCIAL SERVICES
OTIS,OTIS,OTIS WORLDWIDE CORP
WEC,WEC,WEC ENERGY GROUP INC
WBA,WBA,WALGREENS BOOTS ALLIANCE INC
TT,TT,TRANE TECHNOLOGIES PLC
IDXX,IDXX,IDEXX LABORATORIES INC
IFF,IFF,INTL FLAVORS & FRAGRANCES
ES,ES,EVERSOURCE ENERGY
KHC,KHC,KRAFT HEINZ CO/THE
PPG,PPG,PPG INDUSTRIES INC
FAST,FAST,FASTENAL CO
TDG,TDG,TRANSDIGM GROUP INC
MTB,MTB,M & T BANK CORP
EBAY,EBAY,EBAY INC
VRSK,VRSK,VERISK ANALYTICS INC
AMP,AMP,AMERIPRISE FINANCIAL INC
WY,WY,WEYERHAEUSER CO
AVB,AVB,AVALONBAY COMMUNITIES INC
RMD,RMD,RESMED INC
AJG,AJG,ARTHUR J GALLAGHER & CO
ROST,ROST,ROSS STORES INC
DXCM,DXCM,DEXCOM INC
CTAS,CTAS,CINTAS CORP
DD,DD,DUPONT DE NEMOURS INC
HAL,HAL,HALLIBURTON CO
MSCI,MSCI,MSCI INC
YUM,YUM,YUM! BRANDS INC
ED,ED,CONSOLIDATED EDISON INC
HSY,HSY,HERSHEY CO/THE
EA,EA,ELECTRONIC ARTS INC
MNST,MNST,MONSTER BEVERAGE CORP
BK,BK,BANK OF NEW YORK MELLON CORP
CARR,CARR,CARRIER GLOBAL CORP
HES,HES,HESS CORP
ALL,ALL,ALLSTATE CORP
A,A,AGILENT TECHNOLOGIES INC
BAX,BAX,BAXTER INTERNATIONAL INC
KR,KR,KROGER CO
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP
PH,PH,PARKER HANNIFIN CORP
AFL,AFL,AFLAC INC
XEL,XEL,XCEL ENERGY INC
WBD,WBD,WARNER BROS DISCOVERY INC
ILMN,ILMN,ILLUMINA INC
WELL,WELL,WELLTOWER INC
KMI,KMI,KINDER MORGAN INC
SBAC,SBAC,SBA COMMUNICATIONS CORP
O,O,REALTY INCOME CORP
JCI,JCI,JOHNSON CONTROLS INTERNATION
CMG,CMG,CHIPOTLE MEXICAN GRILL INC
NUE,NUE,NUCOR CORP
DLTR,DLTR,DOLLAR TREE INC
SYY,SYY,SYSCO CORP
ORLY,ORLY,O'REILLY AUTOMOTIVE INC
TRV,TRV,TRAVELERS COS INC/THE
ECL,ECL,ECOLAB INC
IQV,IQV,IQVIA HOLDINGS INC
STZ,STZ,CONSTELLATION BRANDS INC-A
CTVA,CTVA,CORTEVA INC
DLR,DLR,DIGITAL REALTY TRUST INC
HLT,HLT,HILTON WORLDWIDE HOLDINGS IN
PRU,PRU,PRUDENTIAL FINANCIAL INC
SPG,SPG,SIMON PROPERTY GROUP INC
TWTR,TWTR,TWITTER INC
WMB,WMB,WILLIAMS COS INC
AZO,AZO,AUTOZONE INC
DVN,DVN,DEVON ENERGY CORP
GIS,GIS,GENERAL MILLS INC
KMB,KMB,KIMBERLY-CLARK CORP
EXC,EXC,EXELON CORP
PSX,PSX,PHILLIPS 66
CNC,CNC,CENTENE CORP
MCO,MCO,MOODY'S CORP
LHX,LHX,L3HARRIS TECHNOLOGIES INC
MAR,MAR,MARRIOTT INTERNATIONAL -CL A
MET,MET,METLIFE INC
MRNA,MRNA,MODERNA INC
EMR,EMR,EMERSON ELECTRIC CO
PSA,PSA,PUBLIC STORAGE
AIG,AIG,AMERICAN INTERNATIONAL GROUP
FDX,FDX,FEDEX CORP
MCK,MCK,MCKESSON CORP
ADM,ADM,ARCHER-DANIELS-MIDLAND CO
AEP,AEP,AMERICAN ELECTRIC POWER
DOW,DOW,DOW INC
DG,DG,DOLLAR GENERAL CORP
SRE,SRE,SEMPRA ENERGY
VLO,VLO,VALERO ENERGY CORP
APD,APD,AIR PRODUCTS & CHEMICALS INC
COF,COF,CAPITAL ONE FINANCIAL CORP
ICE,ICE,INTERCONTINENTAL EXCHANGE IN
EL,EL,ESTEE LAUDER COMPANIES-CL A
F,F,FORD MOTOR CO
HUM,HUM,HUMANA INC
MPC,MPC,MARATHON PETROLEUM CORP
CHTR,CHTR,CHARTER COMMUNICATIONS INC-A
FCX,FCX,FREEPORT-MCMORAN INC
GD,GD,GENERAL DYNAMICS CORP
HCA,HCA,HCA HEALTHCARE INC
ITW,ITW,ILLINOIS TOOL WORKS
ETN,ETN,EATON CORP PLC
BSX,BSX,BOSTON SCIENTIFIC CORP
NEM,NEM,NEWMONT CORP
OXY,OXY,OCCIDENTAL PETROLEUM CORP
GM,GM,GENERAL MOTORS CO
WM,WM,WASTE MANAGEMENT INC
AON,AON,AON PLC-CLASS A
NSC,NSC,NORFOLK SOUTHERN CORP
PXD,PXD,PIONEER NATURAL RESOURCES CO
ATVI,ATVI,ACTIVISION BLIZZARD INC
SLB,SLB,SCHLUMBERGER LTD
VRTX,VRTX,VERTEX PHARMACEUTICALS INC
EQIX,EQIX,EQUINIX INC
CL,CL,COLGATE-PALMOLIVE CO
PGR,PGR,PROGRESSIVE CORP
EW,EW,EDWARDS LIFESCIENCES CORP
REGN,REGN,REGENERON PHARMACEUTICALS
USB,USB,US BANCORP
SHW,SHW,SHERWIN-WILLIAMS CO/THE
TFC,TFC,TRUIST FINANCIAL CORP
PNC,PNC,PNC FINANCIAL SERVICES GROUP
NOC,NOC,NORTHROP GRUMMAN CORP
D,D,DOMINION ENERGY INC
TJX,TJX,TJX COMPANIES INC
CME,CME,CME GROUP INC
TMUS,TMUS,T-MOBILE US INC
BDX,BDX,BECTON DICKINSON AND CO
EOG,EOG,EOG RESOURCES INC
CSX,CSX,CSX CORP
GILD,GILD,GILEAD SCIENCES INC
ISRG,ISRG,INTUITIVE SURGICAL INC
NFLX,NFLX,NETFLIX INC
ZTS,ZTS,ZOETIS INC
SO,SO,SOUTHERN CO/THE
CCI,CCI,CROWN CASTLE INTL CORP
MMC,MMC,MARSH & MCLENNAN COS
BA,BA,BOEING CO/THE
SYK,SYK,STRYKER CORP
CI,CI,CIGNA CORP
GE,GE,GENERAL ELECTRIC CO
DUK,DUK,DUKE ENERGY CORP
MMM,MMM,3M CO
BKNG,BKNG,BOOKING HOLDINGS INC
CB,CB,CHUBB LTD
BLK,BLK,BLACKROCK INC
SBUX,SBUX,STARBUCKS CORP
MDLZ,MDLZ,MONDELEZ INTERNATIONAL INC-A
MO,MO,ALTRIA GROUP INC
AXP,AXP,AMERICAN EXPRESS CO
C,C,CITIGROUP INC
SCHW,SCHW,SCHWAB (CHARLES) CORP
PLD,PLD,PROLOGIS INC
TGT,TGT,TARGET CORP
DE,DE,DEERE & CO
GS,GS,GOLDMAN SACHS GROUP INC
LMT,LMT,LOCKHEED MARTIN CORP
AMT,AMT,AMERICAN TOWER CORP
CAT,CAT,CATERPILLAR INC
MS,MS,MORGAN STANLEY
SPGI,SPGI,S&P GLOBAL INC
ANTM,ANTM,ANTHEM INC
LOW,LOW,LOWE'S COS INC
AMGN,AMGN,AMGEN INC
CVS,CVS,CVS HEALTH CORP
UPS,UPS,UNITED PARCEL SERVICE-CL B
HON,HON,HONEYWELL INTERNATIONAL INC
COP,COP,CONOCOPHILLIPS
MDT,MDT,MEDTRONIC PLC
T,T,AT&T INC
RTX,RTX,RAYTHEON TECHNOLOGIES CORP
NEE,NEE,NEXTERA ENERGY INC
UNP,UNP,UNION PACIFIC CORP
NKE,NKE,NIKE INC -CL B
PM,PM,PHILIP MORRIS INTERNATIONAL
DHR,DHR,DANAHER CORP
LIN,LIN,LINDE PLC
BMY,BMY,BRISTOL-MYERS SQUIBB CO
WFC,WFC,WELLS FARGO & CO
CMCSA,CMCSA,COMCAST CORP-CLASS A
MCD,MCD,MCDONALD'S CORP
ABT,ABT,ABBOTT LABORATORIES
VZ,VZ,VERIZON COMMUNICATIONS INC
DIS,DIS,WALT DISNEY CO/THE
WMT,WMT,WALMART INC
TMO,TMO,THERMO FISHER SCIENTIFIC INC
COST,COST,COSTCO WHOLESALE CORP
MRK,MRK,MERCK & CO. INC.
LLY,LLY,ELI LILLY & CO
PEP,PEP,PEPSICO INC
KO,KO,COCA-COLA CO/THE
BAC,BAC,BANK OF AMERICA CORP
ABBV,ABBV,ABBVIE INC
PFE,PFE,PFIZER INC
HD,HD,HOME DEPOT INC
CVX,CVX,CHEVRON CORP
JPM,JPM,JPMORGAN CHASE & CO
PG,PG,PROCTER & GAMBLE CO/THE
XOM,XOM,EXXON MOBIL CORP
JNJ,JNJ,JOHNSON & JOHNSON
FB,META,META PLATFORMS INC-CLASS A
META,META,META PLATFORMS INC-CLASS A
UNH,UNH,UNITEDHEALTH GROUP INC
BRK/B,BRK-B,BERKSHIRE HATHAWAY INC-CL B
GOOG,GOOG,ALPHABET INC-CL C
GOOGL,GOOGL,ALPHABET INC-CL A
TSLA,TSLA,TESLA INC
AMZN,AMZN,AMAZON.COM INC
ROP,ROP,ROPER TECHNOLOGIES INC
