Ticker,Yahoo,Name
HOLX,HOLX,Hologic Inc
HD,HD,Home Depot Inc
HON,HON,Honeywell International Inc
HRL,HRL,Hormel Foods Corp
HPQ,HPQ,HP Inc
HUBS,HUBS,HubSpot Inc
HUM,HUM,Humana Inc
IEX,IEX,IDEX Corp
IDXX,IDXX,IDEXX Laboratories Inc
ITW,ITW,Illinois Tool Works Inc
PODD,PODD,Insulet Corp
INTC,INTC,Intel Corp
ICE,ICE,Intercontinental Exchange Inc
IBM,IBM,International Business Machines Corp
IFF,IFF,International Flavors & Fragrances Inc
IP,IP,International Paper Co
INTU,INTU,Intuit Inc
ISRG,ISRG,Intuitive Surgical Inc
INVH,INVH,Invitation Homes Inc
IQV,IQV,IQVIA Holdings Inc
IRM,IRM,Iron Mountain Inc
SJM,SJM,J M Smucker Co
J,J,Jacobs Solutions Inc
JBHT,JBHT,JB Hunt Transport Services Inc
JNJ,JNJ,Johnson & Johnson
JCI,JCI,Johnson Controls International plc
JPM,JPM,JPMorgan Chase & Co
K,K,Kellogg Co
KDP,KDP,Keurig Dr Pepper Inc
KEY,KEY,KeyCorp
KEYS,KEYS,Keysight Technologies Inc
KMB,KMB,Kimberly-Clark Corp
KMI,KMI,Kinder Morgan Inc
KKR,KKR,KKR & Co Inc
KLAC,KLAC,KLA Corp
KHC,KHC,Kraft Heinz Co
KR,KR,Kroger Co
LHX,LHX,L3Harris Technologies Inc
LH,LH,Laboratory Corp of America Holdings
LRCX,LRCX,Lam Research Corp
LDOS,LDOS,Leidos Holdings Inc
LEN,LEN,Lennar Corp
LBRDK,LBRDK,Liberty Broadband Corp
LMT,LMT,Lockheed Martin Corp
LOW,LOW,Lowes Cos Inc
LPLA,LPLA,LPL Financial Holdings Inc
LYB,LYB,LyondellBasell Industries NV
MTB,MTB,M&T Bank Corp
MRO,MRO,Marathon Oil Corp
MPC,MPC,Marathon Petroleum Corp
MKL,MKL,Markel Corp
MAR,MAR,Marriott International Inc
MMC,MMC,Marsh & McLennan Cos Inc
MLM,MLM,Martin Marietta Materials Inc
MAS,MAS,Masco Corp
MA,MA,Mastercard Inc
MTCH,MTCH,Match Group Inc
MKC,MKC,McCormick & Co Inc
MCD,MCD,McDonalds Corp
MCK,MCK,McKesson Corp
MDT,MDT,Medtronic PLC
MRK,MRK,Merck & Co Inc
META,META,Meta Platforms Inc
MET,MET,MetLife Inc
MTD,MTD,Mettler-Toledo International Inc
MGM,MGM,MGM Resorts International
MCHP,MCHP,Microchip Technology Inc
MU,MU,Micron Technology Inc
MSFT,MSFT,Microsoft Corp
MAA,MAA,Mid-America Apartment Communities Inc
MRNA,MRNA,Moderna Inc
MOH,MOH,Molina Healthcare Inc
MDLZ,MDLZ,Mondelez International Inc
MPWR,MPWR,Monolithic Power Systems Inc
MNST,MNST,Monster Beverage Corp
MCO,MCO,Moodys Corp
MS,MS,Morgan Stanley
MOS,MOS,Mosaic Co
MSI,MSI,Motorola Solutions Inc
MSCI,MSCI,MSCI Inc
NDAQ,NDAQ,Nasdaq Inc
NTAP,NTAP,NetApp Inc
NFLX,NFLX,Netflix Inc
NEM,NEM,Newmont Corp
NEE,NEE,NextEra Energy Inc
NKE,NKE,NIKE Inc
NSC,NSC,Norfolk Southern Corp
NTRS,NTRS,Northern Trust Corp
NOC,NOC,Northrop Grumman Corp
NLOK,NLOK,NortonLifeLock Inc
NUE,NUE,Nucor Corp
NVDA,NVDA,NVIDIA Corp
NVR,NVR,NVR Inc
OXY,OXY,Occidental Petroleum Corp
ODFL,ODFL,Old Dominion Freight Line Inc
OMC,OMC,Omnicom Group Inc
ON,ON,ON Semiconductor Corp
OKE,OKE,ONEOK Inc
ORCL,ORCL,Oracle Corp
ORLY,ORLY,OReilly Automotive Inc
OTIS,OTIS,Otis Worldwide Corp
PCAR,PCAR,PACCAR Inc
PKG,PKG,Packaging Corp of America
PANW,PANW,Palo Alto Networks Inc
PH,PH,Parker-Hannifin Corp
PAYX,PAYX,Paychex Inc
PYPL,PYPL,PayPal Holdings Inc
PEP,PEP,PepsiCo Inc
PKI,PKI,PerkinElmer Inc
PFE,PFE,Pfizer Inc
PCG,PCG,PG&E Corp
PM,PM,Philip Morris International Inc
PSX,PSX,Phillips 66
PXD,PXD,Pioneer Natural Resources Co
PNC,PNC,PNC Financial Services Group Inc
POOL,POOL,Pool Corp
PPG,PPG,PPG Industries Inc
PPL,PPL,PPL Corp
PFG,PFG,Principal Financial Group Inc
PG,PG,Procter & Gamble Co
PGR,PGR,Progressive Corp
PLD,PLD,Prologis Inc
PRU,PRU,Prudential Financial Inc
PEG,PEG,Public Service Enterprise Group Inc
PSA,PSA,Public Storage
QRVO,QRVO,Qorvo Inc
QCOM,QCOM,QUALCOMM Inc
PWR,PWR,Quanta Services Inc
DGX,DGX,Quest Diagnostics Inc
RJF,RJF,Raymond James Financial Inc
RTX,RTX,Raytheon Technologies Corp
O,O,Realty Income Corp
REGN,REGN,Regeneron Pharmaceuticals Inc
RF,RF,Regions Financial Corp
RSG,RSG,Republic Services Inc
RMD,RMD,ResMed Inc
ROK,ROK,Rockwell Automation Inc
ROKU,ROKU,Roku Inc
ROP,ROP,Roper Technologies Inc
ROST,ROST,Ross Stores Inc
RPRX,RPRX,Royalty Pharma PLC
SPGI,SPGI,S&P Global Inc
CRM,CRM,Salesforce Inc
SBAC,SBAC,SBA Communications Corp
SLB,SLB,Schlumberger NV
STX,STX,Seagate Technology Holdings PLC
SGEN,SGEN,Seagen Inc
SRE,SRE,Sempra Energy
NOW,NOW,ServiceNow Inc
SHW,SHW,Sherwin-Williams Co
SPG,SPG,Simon Property Group Inc
SWKS,SWKS,Skyworks Solutions Inc
SO,SO,Southern Co
LUV,LUV,Southwest Airlines Co
SPLK,SPLK,Splunk Inc
SSNC,SSNC,SS&C Technologies Holdings Inc
SBUX,SBUX,Starbucks Corp
STT,STT,State Street Corp
STLD,STLD,Steel Dynamics Inc
STLA,STLA,Stellantis NV
STE,STE,STERIS PLC
SYK,SYK,Stryker Corp
SUI,SUI,Sun Communities Inc
SYF,SYF,Synchrony Financial
SNPS,SNPS,Synopsys Inc
SYY,SYY,Sysco Corp
TROW,TROW,T Rowe Price Group Inc
TMUS,TMUS,T-Mobile US Inc
TTWO,TTWO,Take-Two Interactive Software Inc
TRGP,TRGP,Targa Resources Corp
TGT,TGT,Target Corp
TDY,TDY,Teledyne Technologies Inc
TER,TER,Teradyne Inc
TSLA,TSLA,Tesla Inc
TXN,TXN,Texas Instruments Inc
TXT,TXT,Textron Inc
TMO,TMO,Thermo Fisher Scientific Inc
TJX,TJX,TJX Cos Inc
TSCO,TSCO,Tractor Supply Co
TT,TT,Trane Technologies PLC
TRV,TRV,Travelers Cos Inc
TRMB,TRMB,Trimble Inc
TFC,TFC,Truist Financial Corp
TYL,TYL,Tyler Technologies Inc
TSN,TSN,Tyson Foods Inc
UDR,UDR,UDR Inc
ULTA,ULTA,Ulta Beauty Inc
UNP,UNP,Union Pacific Corp
UAL,UAL,United Airlines Holdings Inc
UPS,UPS,United Parcel Service Inc
URI,URI,United Rentals Inc
UNH,UNH,UnitedHealth Group Inc
USB,USB,US Bancorp
VLO,VLO,Valero Energy Corp
VEEV,VEEV,Veeva Systems Inc
VTR,VTR,Ventas Inc
VRSN,VRSN,VeriSign Inc
VRSK,VRSK,Verisk Analytics Inc
VZ,VZ,Verizon Communications Inc
VRTX,VRTX,Vertex Pharmaceuticals Inc
VFC,VFC,VF Corp
VTRS,VTRS,Viatris Inc
VICI,VICI,VICI Properties Inc
V,V,Visa Inc
VMW,VMW,VMware Inc
WBA,WBA,Walgreens Boots Alliance Inc
WMT,WMT,Walmart Inc
DIS,DIS,Walt Disney Co
WBD,WBD,Warner Bros Discovery Inc
WM,WM,Waste Management Inc
WAT,WAT,Waters Corp
WEC,WEC,WEC Energy Group Inc
WFC,WFC,Wells Fargo & Co
WELL,WELL,Welltower Inc
WST,WST,West Pharmaceutical Services Inc
WDC,WDC,Western Digital Corp
WAB,WAB,Westinghouse Air Brake Technologies Corp
WY,WY,Weyerhaeuser Co
WMB,WMB,Williams Cos Inc
WTW,WTW,Willis Towers Watson PLC
WDAY,WDAY,Workday Inc
WPC,WPC,WP Carey Inc
GWW,GWW,WW Grainger Inc
XEL,XEL,Xcel Energy Inc
XYL,XYL,Xylem Inc
YUM,YUM,Yum! Brands Inc
ZBRA,ZBRA,Zebra Technologies Corp
ZEN,ZEN,Zendesk Inc
ZBH,ZBH,Zimmer Biomet Holdings Inc
ZTS,ZTS,Zoetis Inc
ZM,ZM,Zoom Video Communications Inc
