Ticker,Yahoo,Name
BDX,BDX,Becton Dickinson and Co
BSY,BSY,Bentley Systems Inc
BRK/B,BRK-B,Berkshire Hathaway Inc
BERY,BERY,Berry Global Group Inc
BBY,BBY,Best Buy Co Inc
BILL,BILL,Bill.com Holdings Inc
BIO,BIO,Bio-Rad Laboratories Inc
TECH,TECH,Bio-Techne Corp
BIIB,BIIB,Biogen Inc
BHVN,BHVN,Biohaven Pharmaceutical Holding Co Ltd
BMRN,BMRN,BioMarin Pharmaceutical Inc
BJ,BJ,BJs Wholesale Club Holdings Inc
BKI,BKI,Black Knight Inc
BL,BL,Blackline Inc
BLK,BLK,BlackRock Inc
SQ,SQ,Block Inc
OWL,OWL,Blue Owl Capital Inc
BPMC,BPMC,Blueprint Medicines Corp
BA,BA,Boeing Co
BOKF,BOKF,BOK Financial Corp
BKNG,BKNG,Booking Holdings Inc
BAH,BAH,Booz Allen Hamilton Holding Corp
BWA,BWA,BorgWarner Inc
SAM,SAM,Boston Beer Co Inc
BSX,BSX,Boston Scientific Corp
BYD,BYD,Boyd Gaming Corp
BFAM,BFAM,Bright Horizons Family Solutions Inc
BMY,BMY,Bristol-Myers Squibb Co
BRX,BRX,Brixmor Property Group Inc
AVGO,AVGO,Broadcom Inc
BR,BR,Broadridge Financial Solutions Inc
BEPC,BEPC,Brookfield Renewable Corp
BRO,BRO,Brown & Brown Inc
BF/A,BF-A,Brown-Forman Corp
BF/B,BF-B,Brown-Forman Corp
BRKR,BRKR,Bruker Corp
BC,BC,Brunswick Corp
BLDR,BLDR,Builders FirstSource Inc
BMBL,BMBL,Bumble Inc
BURL,BURL,Burlington Stores Inc
BWXT,BWXT,BWX Technologies Inc
CABO,CABO,Cable One Inc
CACI,CACI,CACI International Inc
CDNS,CDNS,Cadence Design Systems Inc
CPT,CPT,Camden Property Trust
CPB,CPB,Campbell Soup Co
COF,COF,Capital One Financial Corp
CPRI,CPRI,Capri Holdings Ltd
CAH,CAH,Cardinal Health Inc
CSL,CSL,Carlisle Cos Inc
KMX,KMX,CarMax Inc
CARR,CARR,Carrier Global Corp
CASY,CASY,Caseys General Stores Inc
CTLT,CTLT,Catalent Inc
CAT,CAT,Caterpillar Inc
CBOE,CBOE,Cboe Global Markets Inc
CBRE,CBRE,CBRE Group Inc
CCCS,CCCS,CCC Intelligent Solutions Holdings Inc
CDW,CDW,CDW Corp
CE,CE,Celanese Corp
CELH,CELH,Celsius Holdings Inc
CNC,CNC,Centene Corp
CNP,CNP,CenterPoint Energy Inc
CDAY,CDAY,Ceridian HCM Holding Inc
CF,CF,CF Industries Holdings Inc
CHRW,CHRW,CH Robinson Worldwide Inc
CHNG,CHNG,Change Healthcare Inc
CHPT,CHPT,ChargePoint Holdings Inc
CRL,CRL,Charles River Laboratories International Inc
SCHW,SCHW,Charles Schwab Corp
GTLS,GTLS,Chart Industries Inc
CHTR,CHTR,Charter Communications Inc
CHE,CHE,Chemed Corp
LNG,LNG,Cheniere Energy Inc
CHK,CHK,Chesapeake Energy Corp
CVX,CVX,Chevron Corp
CHWY,CHWY,Chewy Inc
CMG,CMG,Chipotle Mexican Grill Inc
CHH,CHH,Choice Hotels International Inc
CB,CB,Chubb Ltd
CHD,CHD,Church & Dwight Co Inc
CHDN,CHDN,Churchill Downs Inc
CIEN,CIEN,Ciena Corp
CI,CI,Cigna Corp
CINF,CINF,Cincinnati Financial Corp
CTAS,CTAS,Cintas Corp
CSCO,CSCO,Cisco Systems Inc
C,C,Citigroup Inc
CTXS,CTXS,Citrix Systems Inc
CLH,CLH,Clean Harbors Inc
CWEN/A,CWEN-A,Clearway Energy Inc
CWEN,CWEN,Clearway Energy Inc
CLF,CLF,Cleveland-Cliffs Inc
CLX,CLX,Clorox Co
NET,NET,Cloudflare Inc
CME,CME,CME Group Inc
CMS,CMS,CMS Energy Corp
CNA,CNA,CNA Financial Corp
KO,KO,Coca-Cola Co
COKE,COKE,Coca-Cola Consolidated Inc
CGNX,CGNX,Cognex Corp
CTSH,CTSH,Cognizant Technology Solutions Corp
COHR,COHR,Coherent Corp
CL,CL,Colgate-Palmolive Co
COLM,COLM,Columbia Sportswear Co
CMCSA,CMCSA,Comcast Corp
CMA,CMA,Comerica Inc
CBSH,CBSH,Commerce Bancshares Inc
CAG,CAG,Conagra Brands Inc
CNXC,CNXC,Concentrix Corp
CFLT,CFLT,Confluent Inc
COP,COP,ConocoPhillips
ED,ED,Consolidated Edison Inc
STZ,STZ,Constellation Brands Inc
CEG,CEG,Constellation Energy Corp
CLR,CLR,Continental Resources Inc
COO,COO,Cooper Cos Inc
CPRT,CPRT,Copart Inc
CNM,CNM,Core & Main Inc
GLW,GLW,Corning Inc
CTVA,CTVA,Corteva Inc
CSGP,CSGP,CoStar Group Inc
COST,COST,Costco Wholesale Corp
CTRA,CTRA,Coterra Energy Inc
COTY,COTY,Coty Inc
CPNG,CPNG,Coupang Inc
CUZ,CUZ,Cousins Properties Inc
CACC,CACC,Credit Acceptance Corp
CROX,CROX,Crocs Inc
CRWD,CRWD,Crowdstrike Holdings Inc
CCI,CCI,Crown Castle Inc
CCK,CCK,Crown Holdings Inc
CSX,CSX,CSX Corp
CUBE,CUBE,CubeSmart
CFR,CFR,Cullen/Frost Bankers Inc
CMI,CMI,Cummins Inc
CW,CW,Curtiss-Wright Corp
CVS,CVS,CVS Health Corp
DHR,DHR,Danaher Corp
DRI,DRI,Darden Restaurants Inc
DAR,DAR,Darling Ingredients Inc
DVA,DVA,DaVita Inc
DECK,DECK,Deckers Outdoor Corp
DE,DE,Deere & Co
DELL,DELL,Dell Technologies Inc
DAL,DAL,Delta Air Lines Inc
XRAY,XRAY,DENTSPLY SIRONA Inc
DXCM,DXCM,Dexcom Inc
DKS,DKS,Dicks Sporting Goods Inc
DLR,DLR,Digital Realty Trust Inc
DOCN,DOCN,DigitalOcean Holdings Inc
DFS,DFS,Discover Financial Services
DISH,DISH,DISH Network Corp
DLO,DLO,Dlocal Ltd/Uruguay
DLB,DLB,Dolby Laboratories Inc
DG,DG,Dollar General Corp
DLTR,DLTR,Dollar Tree Inc
D,D,Dominion Energy Inc
DPZ,DPZ,Dominos Pizza Inc
DCI,DCI,Donaldson Co Inc
DEI,DEI,Douglas Emmett Inc
DOV,DOV,Dover Corp
DOW,DOW,Dow Inc
DOCS,DOCS,Doximity Inc
DHI,DHI,DR Horton Inc
DKNG,DKNG,DraftKings Inc
DBX,DBX,Dropbox Inc
DTE,DTE,DTE Energy Co
DUK,DUK,Duke Energy Corp
DRE,DRE,Duke Realty Corp
DNB,DNB,Dun & Bradstreet Holdings Inc
DD,DD,DuPont de Nemours Inc
BROS,BROS,Dutch Bros Inc
DT,DT,Dynatrace Inc
EXP,EXP,Eagle Materials Inc
EWBC,EWBC,East West Bancorp Inc
EGP,EGP,EastGroup Properties Inc
EMN,EMN,Eastman Chemical Co
ETN,ETN,Eaton Corp PLC
EBAY,EBAY,eBay Inc
ECL,ECL,Ecolab Inc
EIX,EIX,Edison International
EW,EW,Edwards Lifesciences Corp
ESTC,ESTC,Elastic NV
EA,EA,Electronic Arts Inc
ELV,ELV,Elevance Health Inc
LLY,LLY,Eli Lilly & Co
EME,EME,EMCOR Group Inc
EMR,EMR,Emerson Electric Co
EHC,EHC,Encompass Health Corp
EDR,EDR,Endeavor Group Holdings Inc
ENPH,ENPH,Enphase Energy Inc
ENTG,ENTG,Entegris Inc
ETR,ETR,Entergy Corp
EOG,EOG,EOG Resources Inc
EPAM,EPAM,EPAM Systems Inc
EQT,EQT,EQT Corp
EFX,EFX,Equifax Inc
EQIX,EQIX,Equinix Inc
EQH,EQH,Equitable Holdings Inc
ELS,ELS,Equity LifeStyle Properties Inc
EQR,EQR,Equity Residential
ERIE,ERIE,Erie Indemnity Co
ESNT,ESNT,Essent Group Ltd
WTRG,WTRG,Essential Utilities Inc
ESS,ESS,Essex Property Trust Inc
EL,EL,Estee Lauder Cos Inc
ETSY,ETSY,Etsy Inc
EEFT,EEFT,Euronet Worldwide Inc
RE,RE,Everest Re Group Ltd
EVRG,EVRG,Evergy Inc
ES,ES,Eversource Energy
EXAS,EXAS,Exact Sciences Corp
EXEL,EXEL,Exelixis Inc
EXC,EXC,Exelon Corp
EXPE,EXPE,Expedia Group Inc
EXPD,EXPD,Expeditors International of Washington Inc
EXPO,EXPO,Exponent Inc
EXR,EXR,Extra Space Storage Inc
XOM,XOM,Exxon Mobil Corp
FFIV,FFIV,F5 Inc
FDS,FDS,FactSet Research Systems Inc
FICO,FICO,Fair Isaac Corp
FAST,FAST,Fastenal Co
FRT,FRT,Federal Realty Investment Trust
FDX,FDX,FedEx Corp
FNF,FNF,Fidelity National Financial Inc
FIS,FIS,Fidelity National Information Services Inc
FITB,FITB,Fifth Third Bancorp
FAF,FAF,First American Financial Corp
FCNCA,FCNCA,First Citizens BancShares Inc
FFIN,FFIN,First Financial Bankshares Inc
FHN,FHN,First Horizon Corp
FR,FR,First Industrial Realty Trust Inc
FRC,FRC,First Republic Bank
FSLR,FSLR,First Solar Inc
FISV,FISV,Fiserv Inc
FIVE,FIVE,Five Below Inc
FIVN,FIVN,Five9 Inc
FLT,FLT,FleetCor Technologies Inc
FLEX,FLEX,Flex Ltd
FND,FND,Floor & Decor Holdings Inc
FLO,FLO,Flowers Foods Inc
FMC,FMC,FMC Corp
F,F,Ford Motor Co
FTNT,FTNT,Fortinet Inc
FTV,FTV,Fortive Corp
FBHS,FBHS,Fortune Brands Home & Security Inc
FOX,FOX,Fox Corp
FOXA,FOXA,Fox Corp
FOXF,FOXF,Fox Factory Holding Corp
BEN,BEN,Franklin Resources Inc
FCX,FCX,Freeport-McMoRan Inc
FYBR,FYBR,Frontier Communications Parent Inc
FCN,FCN,FTI Consulting Inc
GME,GME,GameStop Corp
GLPI,GLPI,Gaming and Leisure Properties Inc
GRMN,GRMN,Garmin Ltd
IT,IT,Gartner Inc
GNRC,GNRC,Generac Holdings Inc
GD,GD,General Dynamics Corp
GIS,GIS,General Mills Inc
G,G,Genpact Ltd
GNTX,GNTX,Gentex Corp
GPC,GPC,Genuine Parts Co
GILD,GILD,Gilead Sciences Inc
DNA,DNA,Ginkgo Bioworks Holdings Inc
GTLB,GTLB,Gitlab Inc
GBCI,GBCI,Glacier Bancorp Inc
GPN,GPN,Global Payments Inc
GFS,GFS,GLOBALFOUNDRIES Inc
GLOB,GLOB,Globant SA
GL,GL,Globe Life Inc
GMED,GMED,Globus Medical Inc
GDDY,GDDY,GoDaddy Inc
GS,GS,Goldman Sachs Group Inc
GGG,GGG,Graco Inc
GPK,GPK,Graphic Packaging Holding Co
GH,GH,Guardant Health Inc
GWRE,GWRE,Guidewire Software Inc
GXO,GXO,GXO Logistics Inc
HRB,HRB,H&R Block Inc
HBI,HBI,Hanesbrands Inc
THG,THG,Hanover Insurance Group Inc
HOG,HOG,Harley-Davidson Inc
HIG,HIG,Hartford Financial Services Group Inc
HAS,HAS,Hasbro Inc
HCP,HCP,HashiCorp Inc
PEAK,PEAK,Healthpeak Properties Inc
HEI,HEI,HEICO Corp
HEI/A,HEI-A,HEICO Corp
HELE,HELE,Helen of Troy Ltd
HSIC,HSIC,Henry Schein Inc
HSY,HSY,Hershey Co
HTZ,HTZ,Hertz Global Holdings Inc
HES,HES,Hess Corp
HESM,HESM,Hess Midstream LP
HPE,HPE,Hewlett Packard Enterprise Co
HXL,HXL,Hexcel Corp
DINO,DINO,HF Sinclair Corp
HIW,HIW,Highwoods Properties Inc
HOLX,HOLX,Hologic Inc
HD,HD,Home Depot Inc
HON,HON,Honeywell International Inc
HZNP,HZNP,Horizon Therapeutics Plc
HRL,HRL,Hormel Foods Corp
HLI,HLI,Houlihan Lokey Inc
HWM,HWM,Howmet Aerospace Inc
HPQ,HPQ,HP Inc
HUBB,HUBB,Hubbell Inc
HUBS,HUBS,HubSpot Inc
HUM,HUM,Humana Inc
HBAN,HBAN,Huntington Bancshares Inc
HII,HII,Huntington Ingalls Industries Inc
HUN,HUN,Huntsman Corp
H,H,Hyatt Hotels Corp
IAA,IAA,IAA Inc
IAC,IAC,IAC Inc
IDA,IDA,IDACORP Inc
IEX,IEX,IDEX Corp
IDXX,IDXX,IDEXX Laboratories Inc
ITW,ITW,Illinois Tool Works Inc
ILMN,ILMN,Illumina Inc
INCY,INCY,Incyte Corp
INFA,INFA,Informatica Inc
IR,IR,Ingersoll Rand Inc
INGR,INGR,Ingredion Inc
INSP,INSP,Inspire Medical Systems Inc
PODD,PODD,Insulet Corp
IART,IART,Integra LifeSciences Holdings Corp
INTC,INTC,Intel Corp
NTLA,NTLA,Intellia Therapeutics Inc
IBKR,IBKR,Interactive Brokers Group Inc
ICE,ICE,Intercontinental Exchange Inc
IBM,IBM,International Business Machines Corp
IFF,IFF,International Flavors & Fragrances Inc
IP,IP,International Paper Co
IPG,IPG,Interpublic Group of Cos Inc
ITCI,ITCI,Intra-Cellular Therapies Inc
INTU,INTU,Intuit Inc
ISRG,ISRG,Intuitive Surgical Inc
IVZ,IVZ,Invesco Ltd
INVH,INVH,Invitation Homes Inc
IONS,IONS,Ionis Pharmaceuticals Inc
IPGP,IPGP,IPG Photonics Corp
IQV,IQV,IQVIA Holdings Inc
IRM,IRM,Iron Mountain Inc
ITT,ITT,ITT Inc
SJM,SJM,J M Smucker Co
JBL,JBL,Jabil Inc
JKHY,JKHY,Jack Henry & Associates Inc
J,J,Jacobs Solutions Inc
JHG,JHG,Janus Henderson Group PLC
JAZZ,JAZZ,Jazz Pharmaceuticals PLC
JBHT,JBHT,JB Hunt Transport Services Inc
JEF,JEF,Jefferies Financial Group Inc
JNJ,JNJ,Johnson & Johnson
JCI,JCI,Johnson Controls International plc
JLL,JLL,Jones Lang LaSalle Inc
JPM,JPM,JPMorgan Chase & Co
JNPR,JNPR,Juniper Networks Inc
KBR,KBR,KBR Inc
K,K,Kellogg Co
KDP,KDP,Keurig Dr Pepper Inc
KEY,KEY,KeyCorp
KEYS,KEYS,Keysight Technologies Inc
KRC,KRC,Kilroy Realty Corp
KMB,KMB,Kimberly-Clark Corp
KIM,KIM,Kimco Realty Corp
KMI,KMI,Kinder Morgan Inc
KNSL,KNSL,Kinsale Capital Group Inc
KKR,KKR,KKR & Co Inc
KLAC,KLAC,KLA Corp
KNX,KNX,Knight-Swift Transportation Holdings Inc
KHC,KHC,Kraft Heinz Co
KR,KR,Kroger Co
LHX,LHX,L3Harris Technologies Inc
LH,LH,Laboratory Corp of America Holdings
LRCX,LRCX,Lam Research Corp
LAMR,LAMR,Lamar Advertising Co
LW,LW,Lamb Weston Holdings Inc
LANC,LANC,Lancaster Colony Corp
LSTR,LSTR,Landstar System Inc
LVS,LVS,Las Vegas Sands Corp
LSCC,LSCC,Lattice Semiconductor Corp
LAZ,LAZ,Lazard Ltd
LEA,LEA,Lear Corp
LEG,LEG,Leggett & Platt Inc
LDOS,LDOS,Leidos Holdings Inc
LEN/B,LEN-B,Lennar Corp
LEN,LEN,Lennar Corp
LII,LII,Lennox International Inc
LEVI,LEVI,Levi Strauss & Co
LHCG,LHCG,LHC Group Inc
LBRDA,LBRDA,Liberty Broadband Corp
LBRDK,LBRDK,Liberty Broadband Corp
FWONA,FWONA,Liberty Media Corp-Liberty Formula One
FWONK,FWONK,Liberty Media Corp-Liberty Formula One
LSXMA,LSXMA,Liberty Media Corp-Liberty SiriusXM
LSXMK,LSXMK,Liberty Media Corp-Liberty SiriusXM
LSI,LSI,Life Storage Inc
LNW,LNW,Light & Wonder Inc
LECO,LECO,Lincoln Electric Holdings Inc
LNC,LNC,Lincoln National Corp
LAD,LAD,Lithia Motors Inc
LFUS,LFUS,Littelfuse Inc
LYV,LYV,Live Nation Entertainment Inc
LKQ,LKQ,LKQ Corp
LMT,LMT,Lockheed Martin Corp
L,L,Loews Corp
LPX,LPX,Louisiana-Pacific Corp
LOW,LOW,Lowes Cos Inc
LPLA,LPLA,LPL Financial Holdings Inc
LULU,LULU,Lululemon Athletica Inc
LUMN,LUMN,Lumen Technologies Inc
LITE,LITE,Lumentum Holdings Inc
MTB,MTB,M&T Bank Corp
M,M,Macys Inc
MANH,MANH,Manhattan Associates Inc
MAN,MAN,ManpowerGroup Inc
MPC,MPC,Marathon Petroleum Corp
MKL,MKL,Markel Corp
MKTX,MKTX,MarketAxess Holdings Inc
MQ,MQ,Marqeta Inc
VAC,VAC,Marriott Vacations Worldwide Corp
MMC,MMC,Marsh & McLennan Cos Inc
MLM,MLM,Martin Marietta Materials Inc
MRVL,MRVL,Marvell Technology Inc
MAS,MAS,Masco Corp
MASI,MASI,Masimo Corp
MTZ,MTZ,MasTec Inc
MA,MA,Mastercard Inc
MTDR,MTDR,Matador Resources Co
MTCH,MTCH,Match Group Inc
MAT,MAT,Mattel Inc
MMS,MMS,Maximus Inc
MKC,MKC,McCormick & Co Inc
MCD,MCD,McDonalds Corp
MCK,MCK,McKesson Corp
MDU,MDU,MDU Resources Group Inc
MPW,MPW,Medical Properties Trust Inc
MEDP,MEDP,Medpace Holdings Inc
MELI,MELI,MercadoLibre Inc
MRK,MRK,Merck & Co Inc
META,META,Meta Platforms Inc
MET,MET,MetLife Inc
MTD,MTD,Mettler-Toledo International Inc
MCHP,MCHP,Microchip Technology Inc
MU,MU,Micron Technology Inc
MSFT,MSFT,Microsoft Corp
MAA,MAA,Mid-America Apartment Communities Inc
MIDD,MIDD,Middleby Corp
MRTX,MRTX,Mirati Therapeutics Inc
MKSI,MKSI,MKS Instruments Inc
MRNA,MRNA,Moderna Inc
MHK,MHK,Mohawk Industries Inc
MOH,MOH,Molina Healthcare Inc
TAP,TAP,Molson Coors Beverage Co
MNDY,MNDY,Monday.com Ltd
MDLZ,MDLZ,Mondelez International Inc
MDB,MDB,MongoDB Inc
MPWR,MPWR,Monolithic Power Systems Inc
MNST,MNST,Monster Beverage Corp
MCO,MCO,Moodys Corp
MS,MS,Morgan Stanley
MORN,MORN,Morningstar Inc
MOS,MOS,Mosaic Co
MSI,MSI,Motorola Solutions Inc
MP,MP,MP Materials Corp
MSA,MSA,MSA Safety Inc
MSM,MSM,MSC Industrial Direct Co Inc
MSCI,MSCI,MSCI Inc
MUR,MUR,Murphy Oil Corp
MUSA,MUSA,Murphy USA Inc
NDAQ,NDAQ,Nasdaq Inc
NTRA,NTRA,Natera Inc
NFG,NFG,National Fuel Gas Co
NATI,NATI,National Instruments Corp
NNN,NNN,National Retail Properties Inc
NSA,NSA,National Storage Affiliates Trust
NCNO,NCNO,nCino Inc
NTAP,NTAP,NetApp Inc
NFLX,NFLX,Netflix Inc
NBIX,NBIX,Neurocrine Biosciences Inc
NFE,NFE,New Fortress Energy Inc
NYCB,NYCB,New York Community Bancorp Inc
NYT,NYT,New York Times Co
NWL,NWL,Newell Brands Inc
NEM,NEM,Newmont Corp
NWS,NWS,News Corp
NWSA,NWSA,News Corp
NXST,NXST,Nexstar Media Group Inc
NEE,NEE,NextEra Energy Inc
NEP,NEP,NextEra Energy Partners LP
NLSN,NLSN,Nielsen Holdings PLC
NKE,NKE,NIKE Inc
NI,NI,NiSource Inc
NDSN,NDSN,Nordson Corp
NSC,NSC,Norfolk Southern Corp
NTRS,NTRS,Northern Trust Corp
NOC,NOC,Northrop Grumman Corp
NLOK,NLOK,NortonLifeLock Inc
NOV,NOV,NOV Inc
NVCR,NVCR,Novocure Ltd
NRG,NRG,NRG Energy Inc
NUE,NUE,Nucor Corp
NVT,NVT,nVent Electric PLC
NVDA,NVDA,NVIDIA Corp
NVR,NVR,NVR Inc
OSH,OSH,Oak Street Health Inc
OXY,OXY,Occidental Petroleum Corp
OGE,OGE,OGE Energy Corp
OLPX,OLPX,Olaplex Holdings Inc
ODFL,ODFL,Old Dominion Freight Line Inc
ORI,ORI,Old Republic International Corp
OHI,OHI,Omega Healthcare Investors Inc
OMCL,OMCL,Omnicell Inc
OMC,OMC,Omnicom Group Inc
ON,ON,ON Semiconductor Corp
OKE,OKE,ONEOK Inc
ORCL,ORCL,Oracle Corp
ORLY,ORLY,OReilly Automotive Inc
OGN,OGN,Organon & Co
OSK,OSK,Oshkosh Corp
OTIS,OTIS,Otis Worldwide Corp
OC,OC,Owens Corning
PCAR,PCAR,PACCAR Inc
PKG,PKG,Packaging Corp of America
PANW,PANW,Palo Alto Networks Inc
PARAA,PARAA,Paramount Global
PARA,PARA,Paramount Global
PH,PH,Parker-Hannifin Corp
PAYX,PAYX,Paychex Inc
PAYC,PAYC,Paycom Software Inc
PCTY,PCTY,Paylocity Holding Corp
PYPL,PYPL,PayPal Holdings Inc
PEGA,PEGA,Pegasystems Inc
PENN,PENN,Penn Entertainment Inc
PAG,PAG,Penske Automotive Group Inc
PNR,PNR,Pentair PLC
PEN,PEN,Penumbra Inc
PEP,PEP,PepsiCo Inc
PFGC,PFGC,Performance Food Group Co
PKI,PKI,PerkinElmer Inc
PRGO,PRGO,Perrigo Co PLC
PFE,PFE,Pfizer Inc
PM,PM,Philip Morris International Inc
PSX,PSX,Phillips 66
PPC,PPC,Pilgrims Pride Corp
PNFP,PNFP,Pinnacle Financial Partners Inc
PNW,PNW,Pinnacle West Capital Corp
PXD,PXD,Pioneer Natural Resources Co
PLNT,PLNT,Planet Fitness Inc
PLTK,PLTK,Playtika Holding Corp
PLUG,PLUG,Plug Power Inc
PNC,PNC,PNC Financial Services Group Inc
PII,PII,Polaris Inc
POOL,POOL,Pool Corp
BPOP,BPOP,Popular Inc
POST,POST,Post Holdings Inc
PPG,PPG,PPG Industries Inc
PPL,PPL,PPL Corp
PRI,PRI,Primerica Inc
PFG,PFG,Principal Financial Group Inc
PCOR,PCOR,Procore Technologies Inc
PG,PG,Procter & Gamble Co
PGR,PGR,Progressive Corp
PLD,PLD,Prologis Inc
PB,PB,Prosperity Bancshares Inc
PRU,PRU,Prudential Financial Inc
PTC,PTC,PTC Inc
PEG,PEG,Public Service Enterprise Group Inc
PSA,PSA,Public Storage
PHM,PHM,PulteGroup Inc
PSTG,PSTG,Pure Storage Inc
PVH,PVH,PVH Corp
QIA,QIA,QIAGEN NV
QRVO,QRVO,Qorvo Inc
QCOM,QCOM,QUALCOMM Inc
XM,XM,Qualtrics International Inc
PWR,PWR,Quanta Services Inc
DGX,DGX,Quest Diagnostics Inc
QDEL,QDEL,QuidelOrtho Corp
RCM,RCM,R1 RCM Inc
RL,RL,Ralph Lauren Corp
RRC,RRC,Range Resources Corp
RJF,RJF,Raymond James Financial Inc
RYN,RYN,Rayonier Inc
RTX,RTX,Raytheon Technologies Corp
ROLL,ROLL,RBC Bearings Inc
O,O,Realty Income Corp
RRX,RRX,Regal Rexnord Corp
REG,REG,Regency Centers Corp
REGN,REGN,Regeneron Pharmaceuticals Inc
RF,RF,Regions Financial Corp
RGA,RGA,Reinsurance Group of America Inc
RS,RS,Reliance Steel & Aluminum Co
RNR,RNR,RenaissanceRe Holdings Ltd
RGEN,RGEN,Repligen Corp
RSG,RSG,Republic Services Inc
RMD,RMD,ResMed Inc
REXR,REXR,Rexford Industrial Realty Inc
REYN,REYN,Reynolds Consumer Products Inc
RH,RH,RH
RNG,RNG,RingCentral Inc
RIVN,RIVN,Rivian Automotive Inc
RLI,RLI,RLI Corp
RHI,RHI,Robert Half International Inc
RBLX,RBLX,ROBLOX Corp
RKT,RKT,Rocket Cos Inc
ROK,ROK,Rockwell Automation Inc
ROL,ROL,Rollins Inc
ROP,ROP,Roper Technologies Inc
ROST,ROST,Ross Stores Inc
RGLD,RGLD,Royal Gold Inc
RPRX,RPRX,Royalty Pharma PLC
RPM,RPM,RPM International Inc
RYAN,RYAN,Ryan Specialty Holdings Inc
SPGI,SPGI,S&P Global Inc
SAIA,SAIA,Saia Inc
CRM,CRM,Salesforce Inc
IOT,IOT,Samsara Inc
